address,info,sector,name,country,city,phone,fax,site
"Amylum Nişasta Sanayi ve Ticaret A.Ş.
Adana Hacı Sabancı Organize Sanayi Bölgesi- 5 Ocak Caddesi Numara 2
01350 Sarıçam - Adana/Türkiye","ADM owns Amylum Nişasta, a corn wet mill production plant located in Adana, in southern Turkey, where we make a wide range of corn-based products for the food, beverage, paper, packaging and animal nutrition industries.",,ADM Amylum Nişasta,Türkiye,Adana,,,
"Elmalıkent Mahallesi, Mandıra Cd. No:20 34764 Ümraniye/İstanbul",Yayıncılık ve Bilişim Projeleri Geliştirme Şirketi.,,ADNC DİGİTAL YAYINCILIK PROJE GELİŞTİRME BİLİŞİM VE YATIRIM A.Ş,Türkiye,İstanbul,,,
MAHMUTBEY TAŞOCAĞI YOLU NO: 7 BAĞCILAR,,ÜRETIM,ADOPEN PLASTİK,Türkiye,İstanbul,2124451600,2124451626,www.adopen.com.tr
ORGANİZE SANAYİ BÖLGESİ 2. ETAP 07040,,,ADOPEN PLASTİK A.Ş.,Türkiye,Antalya,242-2581800,242-2581827,www.adopen.com
Aşağı Öveçler Kabil Cad (Eski 4.Cad) 18/4 Çankaya /Ankara,Güvenlik ve Bilişim Sistemleri alanında 15 yıldır faaliyet gösteren bir şirket.,Güvenlik ve Bilişim Sistemleri,"Adorel Güvenlik Sistemleri Bilgisayar İletişim Turizm, İnşaat Taahhüt Tic. San. Ltd. Şti.",Türkiye,Ankara,(0312) 472 4 472,,adorel@adorel.com.tr
"Fevzipaşa Mahallesi 
849 Sokak 
Gürcan İşhanı No:4 D: 204; 
Konak / İZMİR","Adrenalin Bilgisayar Ltd. Co. was founded on September 1st in the year 2005 at the Technology Development Department of Izmir Institute of Technology. Between the years of 2005 and 2007, Adrenaline Bilgisayar was mainly involved in market analysis, project development, infrastructure and Human Resources. Human Resources;  consists of full-time and part-time computer engineers and computer engineering students.",CS,Adrenalin Bilgisayar,Türkiye,İzmir,232-445-3991,,http://www.adrenalinbilgisayar.com.tr/
"Street: ""Papa Gjon Pali II"" 
H.1 No.19, Tirana, Albania","ABS ltd was founded on 2002 by a group of Albanian engineers with experience in the field of Computer Technology and Telecommunications.

In the early years of activity, ABS was focused on PABX, networking and telecommunications, becoming the market leader of Albania in this field. ABS installed and maintained network infrastructure and PABX for the major part of the governmental institutions, embassies, international organizations and banks operating in Albania. It also has a great focus on WEBSITE DESIGN AND DEVELOPMENT SOLUTIONS, where ABS provides a complete turnkey solution: developing web-friendly content, graphic design, programming and hosting.","Telecommunication, Computer Technology, Applications and Solutions Design.",Advanced Business Solutions,Albania,Tirana,,,http://www.abs-al.com/index.html
"Illinois At Singapore Pte Ltd
Advanced Digital Sciences Center – Singapore
1 Create Way, #14-02
Create Tower
Singapore 138602","ADSC is a research center of Illinois at Singapore Pte. Ltd., an affiliate of the University of Illinois.

ADSC aims to transform the way people and organization use and interact with information technology by addressing important and widely recognized research challenges in computer science and engineering. In keeping with Singapore's efforts in the arena of human-centered cyber-physical systems (HCCS), ADSC builds upon its research development to-date by moving human to be the center of focus. The beneficial premise is that such human-centered systems will be particularly relevant in urban environments where technology is crucial to improving the quality of life.

Our main areas of research include Data Analytics, Data Visualization and Cybersecurity. In support of this vision, ADSC conducts research in analytics of video, audio, text, and other types of data, brain-machine interfaces, hardware acceleration, and cybersecurity.",,Advanced Digital Sciences Center,Singapore,Singapore,+65 6591 9090,+65 6591 9091,https://adsc.illinois.edu/
Yolgeçen Mah. T.Cemal Beriker Blv.No:55901355 Seyhan,,ÜRETİM,ADVANSA,Türkiye,Adana,03224410053,03224410114,
"F-150A, S.I.T.E.,
Hub River Road, Karachi-75700, Pakistan.","Since the past two decades AEI has been operating in the field of Instrumentation, Automation, Speed Control, Pneumatic/hydraulic & Power Electronics covering various industries such as CNG, Process Plants, Power Generation, Hospitals, Oil & Gas",Electrical & Electronics,Advance Electronics International,Pakistan,Karachi,+92-332-3784322,0092-21-34987200,http://www.aei-co.com
"Mustafa Kemal mahallesi, 2127. sokak, no: 14/5, Çankaya","Akıllı bina teknolojileri: zayıf akım proje, görüntü ses ve algılayıcı sistemler, kartlı geçiş",Elektrik (Zayıf akım),AE Bina Teknolojileri,Türkiye,Ankara,+90 312 219 55 22,+90 312 219 46 66,www.aebina.com.tr
"Advanced Information Modeling Inc.
47 3rd Street
Cambridge, MA 02141","Founded in 2006, located in Cambridge MA, AIM develops software solutions and provides IT consulting services to clients in various industries. We aim to empower business through revolutionized business intelligence, collaboration, stream-lined processes and data accessibility.
AIM solutions can range from desktop, client-server to web based platforms, and integrate the latest .NET, SQL Server and Office technologies.",,Advanced Information Modeling Inc.,USA,Boston,,,http://www.advancedinformationmodeling.com/
"Ege Serbest Bölgesi, Yalçın Yolu
Parsel No:172 35410 Gaziemir-İzmir",Aero Rüzgar Endüstrisi A.Ş. was established in 2002. This company has been operating under the Enercon in Turkey. This company manufactures wind turbine blades.,Renewable Energy,Aero Rüzgar Endüstrisi A.Ş,Türkiye,İzmir,,,
"Sanayi Mah. Koza Sok. No: 10 Blok: F6 Çarşı Yapı Posta Kodu: 41040
İzmit / Kocaeli / Türkiye","Firmamız, Bireysel ve Kurumsal Internet Hizmetleri sunabilmek amacıyla 2004 yılında İzmit'te kurulmuştur. Kurulduğu günden itibaren müşterilerine kesintisiz, hızlı ve güvenilir internet hizmetleri sunmayı ve eksiksiz müşteri memnuniyetini amaç edinmiştir.",Hosting,Aerotek Bilişim Sanayi ve Ticaret AŞ.,Türkiye,Kocaeli,0 (212) 227 74 74,0 (212) 227 95 66,0 (212) 227 95 66
"NOSAB Şeftali Cd. 118 Sk. No:4 
Nilüfer / BURSA / TÜRKİYE","Firmamız 1989 yılından beri gelişmekte olan endüstriyel elektronik ve otomasyon sektöründe yenilikçi çözümler üretmektedir.
 
Firmamızın faaliyetleri mikro işlemcili elektronik devre tasarım ve imalatı ile başlamış, gelişen sektör ihtiyaçları karsısında endüstriyel otomasyon sistemlerinin tasarım ve imalatına yönelmiştir.
 
Özellikle 1995 yılı ve sonrasında gelişen makine imalat sanayine otomasyon partnerliği yaparak sektördeki büyük bir boşluğu doldurmuştur.
 
Her geçen gün kendini yenileyen yapımız ve kalite anlayışımız sayesinde hizmet verdiğimiz firma sayısı artmaktadır. Bunun yanında otomotiv, tekstil, gıda, metal ve ağaç işleme sektörlerinde
Türkiye
'nin ileri gelen firmalarına otomasyon çözümleri üretmektedir.
 
Otomasyonda kendine özgü seri üretim teknikleri geliştirmiş firmamız müşterilerine hızlı, kaliteli ve daha rekabetçi çözümler sunabilmektedir.",,AES ELEKTRONİK VE MAKİNA SAN.TİC.LTD.ŞTİ.,Türkiye,Bursa,+90 224 443 33 90,+90 224 443 29 65,http://www.aes-elektronik.com.tr/
"ODTÜ Teknokent MET Alanı, Mustafa Kemal Mah. Dumlupınar Bulvarı No:208, D Blok No:3 06510 Çankaya",AF Mercados enerji sektöründe danışmanlık veren bir firmadır.,"Enerji Mühendisliği,AR-GE kontrol ve Test hizmetleri",AF Mercados,Türkiye,Ankara,03123859354,03123546927,www.afconsult.com
"Yazılım ve Teknoloji Çözümleri LTD. ŞTİ
Üniversiteler Mh., ODTÜ Teknokent No:13, 06800 Çankaya/Ankara","Afacar Yazılım ve Teknoloji Çözümleri odağı Mobil Sağlık ve IoT çözümleri olan bir startup olarak ODTÜ Teknokent bünyesinde faaliyete başlamıştır. Halihazırda devam eden TÜBİTAK BiGG destekli Yaşlılar için Akıllı Ajanda Projesi üzerinde çalışmaktayız. Bunun yanı sıra React, React Native, Firebase, Nodejs, Python/Django gibi altyapı ve teknolojileri kullanarak Web/Android/IOS native uygulamalar geliştirme ve danışmanlık hizmetleri sunmaktayız. Ayrıca WordPress ile kurumsal/kişisel web sayfaları tasarlıyor ve geliştiriyoruz.

Endüstri 4.0 doğrultusunda, IoT (internet of things) uygulamaları ve çözümleriyle ilgili sektörlere proje analizi, danışmanlık hizmetlerini sunmaktayız. Firmamız bünyesinde etlik piliç üretim çiftlerinde hayvan refahının iyileştirilmesi için geliştirmiş olduğumuz “Piliç Dağılım Analizi ve Anomali Tespiti” yenilikçi ürünümüzle ilgili alanda da faaliyetine devam etmektedir.

Son teknoloji trendleriyle uyumlu ürün ve proje çalışmalarıyla müşterilerine yenilikçi çözümler sunmayı hedefleyen Afacar Yazılım ve Teknoloji Çözümleri; müşterilerinin güvenilir, değerli ve yenilikçi çözüm ortağı olabilmek için çabalarını sürdürmektedir.","Yazılım, Ar-Ge",Afacar,Türkiye,Ankara,+90 (0312) 963 17 93,,http://afacar.com
ÇETİN EMEÇ BULVARI 65. SOKAK NO:4 OĞUZLAR MAHALLESİ  06520  BALGAT,,,AES-IC İÇTAŞ ENERJİ ÜRETİM VE TİCARET A.Ş.,Türkiye,Ankara,312-285 8363,312- 285 8343,
"İvedik OSB 1368 Cad. ALFA PLAZA No:113/C Yenimahalle / ANKARA

Tel: +90 (312) 395 70 80 - Fax:+90 (312) 395 70 90

E -mail: info@afb.com.tr","AFB Enerji Mühendislik Ltd. Şti 2001 yılında proje ve taahhüt hizmetleri vermek amacıyla kurulmuştur.2003 yılında faaliyet alanları genişleterek ivedik organize sanayi bölgesinde 3200 m2 lik alanına taşınmıştır.Şirket bünyesinde yenilenebilir enerji, elektrik pano imalatı ve projelendirme hizmetleri de vermektedir.","Solar Enerji, Pano üretimi, Mühendislik Taahhüt",AFB Enerji Mühendislik Ltd. Şti.,Türkiye,Ankara,+90 (312) 395 70 80,+90 (312) 395 70 90,http://afb.com.tr/
"Centre Point, Expressway, Qayyumabad, Karachi, Karachi City, Sindh 75500","Afiniti’s Karachi office is the second largest office in terms of people in the Afiniti network. 

The office opened in 2014, where the initial setup was shared with IBEX Global. In 2016 the operations rapidly expanded, allowing Afiniti to acquire two floors of the newly completed Center Point building in the heart of Karachi’s smartest district.

The current team consists of a diverse group of over 150 employees woking in Artificial Intelligence, ETL, Data Analytics, Global Deployment & Engineering, Marketing, Client Services, Finance, HR and Administration.","Artificial Intelligence, ETL, Data Analytics, Global Deployment & Engineering, Marketing, Client Services, Finance, HR and Administration.",Afiniti,Pakistan,Karachi,04235880132,,https://www.afiniti.com/offices/karachi
"İvedik Organize Sanayi Bölgesi
1468. Cadde No:153
Yenimahalle Ankara / Türkiye","İklimlendirme sektöründe flexible hava kanalları, fanlar, anemostadlar, hava perdeleri, enerji ve ısı geri kazanım cihazları ile yer alan AFS, tüm faaliyetlerini Ankara’daki üretim ve İstanbul’daki lojistik merkezlerinden yürütmektedir. Havalandırma alanında Avrupa’daki en büyük üretim tesisine sahip olan AFS, tesislerinin fiziki alt yapısını ve alanını yatırımlarla büyütmekte, çağın gereklerine cevap verebilecek niteliklerle donatmaktadır.",sanayi,AFS havalandırma ekipmanları,Türkiye,Ankara,+90 312 395 4860,+90 312 395 4868,http://www.afs.com.tr/
Bilkent Üniversitesi Cyberplaza Cyberpark C Blok Kat:3 No:25 Çankaya/ANKARA,"Ülkemizdeki ilk biyoinformatik şirketi olan AG Biyoinformatik, 2008 yılında hak kazandığı TÜBİTAK desteğiyle Bilkent Üniversitesi Cyberpark Teknoloji Geliştirme Bölgesi'nde faaliyetlerine başlamıştır. Şirketin kuruluş amacı, yüksek işlem hacimli (aynı anda birden fazla parametrenin yer aldığı) verilerin analizini gerçekleştirmektir. Bu amaç doğrultusunda, her türlü araştırma kuruluşunun biyoinformatik ve biyoistatistiksel veri analiz ihtiyaçlarına cevap verilmesi hedeflenmiştir",Biyoinformatik ve Biyoteknoloji,AG Biyoinformatik Teknogirişim Ltd. Şti.,Türkiye,Ankara,(0312) 265 05 08,(0312) 265 05 08,http://www.agbiyoinformatik.com/index.php
"Uzayçağı caddesi 1308.Sokak, No: 6 Daire: 4 Ostim, 06374 Yenimahalle/Ankara","AGE Bilgisayar Sistem Otomasyon Faaliyetleri Sanayi ve Ticaret Ltd. Şti. yenilikçi teknolojileri kullanarak müşterilerine kaliteli ve etkin bir hizmet sunma odaklı çalışmalarına 2003 yılında Ankara’da başlamıştır. Sunulan hizmetler ve yapılan işler hakkındaki bilgiler aşağıda paylaşılmıştır.

İlaç Takip Sistemi Projesi kapsamında ilaç kutularına karekod uygulanmasında kullanılan donanımların imalatı ve yazılımlarının geliştirilmesi.

İlaç kutularını taşıyan bağ, koli, palet gibi hiyerarşilerin (aggregasyon) hazırlanmasında kullanılan donanımların imalatı ve yazılımlarının geliştirilmesi.

İlaç üretimi esnasında kutuların ağırlıklarını ölçen donanımların (checkweighter) imalatı ve yazılımlarının geliştirilmesi.

Kolileme yapan hatlar üzerine ekipman ekleyerek üretim sürecini durdurmadan aggregasyon (hiyerarşi) oluşturan entegrasyonlar yapmak.

Üretim süreçlerini daha verimli kılabilecek robotik kol uygulamaları tasarlamak ve uygulamaya almak.

Serileştirme sonucunda oluşan verinin Sağlık Bakanlığı bünyesindeki İlaç Takip Sistemi sunucularına bildirilmesini sağlayan yazılımların geliştirilmesi ve üçüncü parti ERP, WMS ve MES yazılımları ile entegre edilmesi.

Ürettiği sistemlerin GAMP5 kuralları çerçevesinde validasyon dokümanlarının hazırlnaması ve testlerinin yapılması.

İlaç Takip Sistemi Projesi kapsamında üretilen yazılım ve donanımların satış sonrası servis ve destek hizmetinin verilmesi.

Serileştirme uygulamalara özel sarf malzemelerinin temini ve satış sonrası hizmetleri.",,AGE Bilgisayar Sistem Otomasyon Faaliyetleri Sanayi ve Ticaret Ltd. Şti.,Türkiye,Ankara,+903123860675,,https://agebilisim.com/
Cyberpark B Blok No.704 Bilkent 06800 Ankara,"Agem is an Information Technologies,
Software and Services company which was established in 2005.",Bilişim / Infomatics,Agem Bilişim,Türkiye,Ankara,+903122650644,,http://www.agem.com.tr/
"1 Fusionopolis Way
#21-01 Connexis, South Tower
Singapore 138632","The Institute for Infocomm Research (I²R pronounced as i-squared-r) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Established in 2002, our vision is to power a vibrant and strong infocomm ecosystem in Singapore. We seek to foster world-class infocomm and media research and develop a deep talent pool of infocomm professionals to power a vibrant knowledge-based Singapore.",Research Institute - Infocomm,"Agency for Science, Technology and Research (A*STAR)",Singapore,Singapore,+65 6408 2000,+65 6776 1378,http://www.i2r.a-star.edu.sg/
"Bioinformatics Institute
30 Biopolis Street, #07-01 Matrix, Singapore 138671","The Bioinformatics Institute (BII) was set up by the Agency for Science, Technology and Research (A*STAR) in July 2001; it was re-launched with a strong scientific program in the autumn months of 2007. Located in the Biopolis, BII is conceived as the computational biology research and postgraduate training institute as well as a national resource centre in bioinformatics within the Biomedical Research Council (BMRC) of A*STAR. 

The BII focuses on theoretical approaches aimed at understanding biomolecular mechanisms that underlie biological phenomena, the development of computational methods to support this discovery process, and experimental verification of predicted molecular and cellular functions of genes and proteins with biochemical methods. 

Together with the BMRC, A*STAR research institutes and multinational R&D organizations in the Biopolis, the BII is situated in a conducive environment for exchange of scientific knowledge and friendly interaction that will prompt greater collaborations, and position the Biopolis as a notable biomedical R&D hub in Asia and in the world.",Resarch Institute - Bioinformatics,"Agency for Science, Technology and Research (A*STAR)",Singapore,Diğer,(+65) 6478 8298,,http://www.bii.a-star.edu.sg/index.php
"1 Fusionopolis Way
#21-01 Connexis, South Tower
Singapore 138632","The Institute for Infocomm Research (I²R pronounced as i-squared-r) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Established in 2002, our vision is to power a vibrant and strong infocomm ecosystem in Singapore. We seek to foster world-class infocomm and media research and develop a deep talent pool of infocomm professionals to power a vibrant knowledge-based Singapore. I2R seeks to be an incubator of innovative and advanced technologies for a data-driven economy. Through these research capabilities and industry engagements, we aim to generate technology advancements and adoptions to create and capture values in Singapore for Advanced Manufacturing, Urban Mobility, FinTech, HealthCare, IoT, Logistics and Smart Nation.","Artificial Intelligence, Data Analytics, Robotics, Healthcare, Communications & Networks, Cyber Security, Smart Energy & Environment.","Agency for Science, Technology and Research (A*STAR)-Institute for Infocomm Research(I2R)",Singapore,Singapore,+65 6408 2000,+65 6776 1378,http://www.i2r.a-star.edu.sg/
